50.2607652894,12.0045020062,66.1771669694
107.508435037,10.5936138188,166.695684463
77.3082574806,10.0730407107,377.510851308
68.9130181916,9.70266235754,482.539027188
72.7797317888,14.1490234782,344.67147331
249.30409713,13.9307879957,376.762010793
146.403526226,11.6923409333,383.327541646
107.228192227,11.3158661052,775.564556095
141.466476378,11.4621653003,763.116782906
112.280651761,16.1598246625,578.203244935
96.7346393521,20.4435084227,349.168873165
198.159572415,12.9849610949,572.434786503
156.429042042,14.4503999227,387.234407558
172.562689584,12.335121475,1249.30514041
145.26805389,14.1813213835,1874.9393033
142.187639133,16.6402355383,880.397248775
123.18191323,21.460072146,1007.10448895
116.323689172,22.6490880488,550.946741581
199.27483226,15.2953911016,410.621721541
297.330370516,15.0440345403,726.909204743
1121.70715733,42.3193204512,400.212064151
258.916256629,14.1318069268,3517.93331005
275.518927513,14.7161553865,3002.35175802
197.703575978,18.5240302413,1212.374048
147.928248686,22.935568332,1763.24478768
153.242316038,22.7911309914,700.142916268
293.721456073,27.7216991579,459.320885437
240.200119422,26.1305404298,543.666070388
288.537254,17.1983246651,793.634004211
287.121589406,16.5189304824,1011.91125739
352.92474028,17.8651337319,701.487961001
492.874795804,24.0799394943,561.917657215
387.620541559,16.8118449935,862.847863058
356.477446406,15.5892262771,1399.29406168
460.796823603,17.0721097915,789.389426291
340.0368002,15.7308285891,1568.73703956
277.725032542,14.9174711846,3548.83921006
374.006767749,30.4415829006,697.521868917
252.671854584,26.9283744059,1237.40893801
338.355070024,18.2711659185,2295.41442415
311.46368639,28.9407915073,1077.16107032
729.552178631,22.2134579487,714.295593672
384.107176426,22.5687316263,1047.35125467
431.420297021,30.3698793052,828.6641599
423.851822471,22.5617091557,954.86956121
406.325076277,18.2842010902,968.235917403
376.189287393,22.1553064433,1562.07388289
361.839961052,15.6798034296,2943.01697649
475.587760119,16.587668166,2602.85817547
384.130215474,16.1597975892,2842.38531779
354.147594543,16.2625327699,2868.24520354
299.324990627,28.9047915111,8453.35514088
330.855167792,30.439651512,1360.64949602
1038.66113212,24.2471799072,747.740550571
1026.02733021,25.7586335575,892.832717143
397.483407672,22.7208633805,1120.0182785
743.351480935,26.5509239202,1092.63418796
868.526217727,19.8114917437,1213.27525663
506.443954999,20.4238993548,1844.9057721
656.781576497,21.6279529762,1286.05001699
1003.77690695,21.4336132273,1145.49619076
450.761706111,18.9471449411,2010.68726255
520.960662674,20.3644027213,2002.58800803
702.362921904,19.1550669772,1757.24341321
432.944021203,22.9486197312,1093.25243798
629.03690997,21.4243585825,1704.11404358
378.103872741,28.9608046214,1923.53164932
358.796378566,16.6927737744,5459.27861121
559.510703634,18.3665380554,3842.62512617
446.848110836,19.4309776593,5151.66674575
616.551305663,18.6936360632,3578.38672204
480.32882144,16.9421616385,4508.98930399
361.902578057,23.3515881947,3751.07493756
453.77388932,22.8895077811,1928.0693741
842.439269484,22.475787233,1596.18734707
691.014371688,19.5798584272,3530.36586356
461.362157478,19.9046958142,2403.27577593
494.845602293,20.6563116951,2075.28929273
746.775864299,19.0932064866,2771.00611347
542.566383533,19.540977979,3945.94400354
712.318754948,26.0960458042,1284.74221734
592.900391513,26.5456787159,1116.20213544
472.949430169,24.6979594354,1356.01065589
432.350736697,30.8494710002,2172.56533545
408.982738414,19.3958526128,5555.38358926
669.471450378,18.539612906,3991.99113153
653.122905469,19.216388385,3746.60247157
516.441095775,18.1917074317,14302.1335379
629.723665487,18.3488530355,5080.10487122
530.556147719,17.660489344,8781.69632826
377.022064822,30.1908720706,6324.63742204
2105.6729051,36.9344156586,1435.93195448
897.23526638,41.356982855,1366.27236961
416.586016282,19.5782843724,9463.39710695
415.598712789,19.7057164585,6435.23348528
618.01027382,18.4717937091,9232.96542095
1189.35795587,24.6571029948,1614.61491991
889.697140757,29.2950761666,1763.01185829
466.121956892,23.953152265,4737.68006259
483.907616059,33.1019331611,2582.59177736
