Generation, o25, o50, o75, n25, n50, n75 
0,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
1,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
2,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
3,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
4,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
5,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
6,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
7,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
8,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
9,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
10,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
11,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
12,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
13,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
14,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
15,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
16,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
17,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
18,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
19,24.8334609899,27.6758058803,32.6389743452,-0.856076372603,-0.839603413514,-0.810839110014
