Generation, o25, o50, o75, n25, n50, n75 
0,353.635688088,355.672815159,366.971330306,14.3530550466,14.4414966974,14.9320205072
1,280.267511207,281.01996916,285.491402297,11.167783604,11.2004514845,11.3945782692
2,150.478058693,179.567872589,217.227181576,5.5329885988,6.79591971434,8.43089452986
3,89.3234932571,143.250883053,160.751445329,2.87796977263,5.2192215522,5.97900656547
4,85.4467663044,98.7054361421,126.326826201,2.70966209241,3.28528580551,4.48446545935
5,71.2832933892,95.0112316079,129.649450348,2.09475645182,3.12490231629,4.62871682638
6,52.6009818487,73.7901907579,83.814808593,1.28366592239,2.20359312921,2.63881082535
7,36.1394689171,60.5419071926,76.4669966085,0.56899112371,1.628420335,2.31980636492
8,25.5551709533,36.0457477796,43.1993542804,0.10947497548,0.564922230692,0.875495281115
9,32.8729389471,35.3335187323,41.647343204,0.42717507932,0.534000883845,0.808114888548
10,14.9035372451,22.5660662715,23.4293687443,-0.352964546791,-0.0202966801105,0.0171835031175
11,10.7068052402,14.4012057428,25.8620978128,-0.535165211647,-0.374773214489,0.122800171798
12,12.0085123248,12.8228708397,17.1636911367,-0.478651739743,-0.443296453137,-0.254840210703
13,10.0188955611,12.202012622,12.3676195418,-0.565030735765,-0.470250945322,-0.46306113886
14,10.4377361585,14.0508991918,19.6282974824,-0.546846816649,-0.389981735406,-0.147839593491
15,7.31610614586,7.76956954504,13.7844177324,-0.682372045109,-0.662684980812,-0.401550999067
16,5.93379894795,7.41376950071,12.2084423318,-0.742384762195,-0.67813200115,-0.469971800171
17,6.52725614844,7.90932218138,11.5779536845,-0.716619882196,-0.656617635261,-0.497344396418
18,6.06347091766,7.00529197367,10.16234439,-0.736755067693,-0.695866008687,-0.558802920414
19,6.05034787066,6.20139892401,6.41785764365,-0.737324803356,-0.730766938256,-0.721369406418
