Generation, o25, o50, o75, n25, n50, n75 
0,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
1,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
2,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
3,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
4,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
5,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
6,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
7,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
8,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
9,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
10,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
11,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
12,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
13,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
14,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
15,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
16,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
17,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
18,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
19,235.447415137,272.961047747,355.527403801,9.22192399391,10.8505742853,14.4351836791
