Generation, o25, o50, o75, n25, n50, n75 
0,40.0477595346,41.5090024359,46.8063341339,-0.767901106347,-0.75943239637,-0.728731432303
1,42.0874853608,43.0303833902,43.1063715303,-0.756079768197,-0.750615153147,-0.750174759891
2,42.4809874742,46.3966845065,52.4659201322,-0.753799206032,-0.731105578233,-0.695931004414
3,29.4882871923,40.934060519,45.2168885784,-0.82909908288,-0.762764502445,-0.737943147496
4,25.1087762835,37.3822308378,37.7536218515,-0.85448076836,-0.783349317901,-0.781196901775
5,26.2214389527,30.4690746478,35.7644252908,-0.848032273425,-0.823414877672,-0.792725394914
6,18.6584508352,24.651772535,26.821208963,-0.891863968261,-0.857129357586,-0.844556274831
7,16.9042909996,23.0111335327,23.7819017835,-0.902030293715,-0.866637767088,-0.862170739211
8,15.6014120518,17.5708309137,18.4732532903,-0.909581197082,-0.898167326636,-0.892937290359
9,14.8005746586,18.3252558186,20.2120949338,-0.914222492254,-0.893795017479,-0.882859742291
10,13.8591749939,17.4292333429,18.9142770079,-0.919678423452,-0.898987962795,-0.890381314241
11,7.71815675776,11.0295416495,15.7897322445,-0.95526901716,-0.936077712109,-0.908489777516
12,5.65753990339,10.3759091509,15.9036802772,-0.967211430361,-0.939865873583,-0.907829385707
13,7.19463254087,7.87681747245,8.5100654707,-0.958303129254,-0.954349490655,-0.950679468624
14,6.61645585963,7.5628249525,8.46836886082,-0.961653982576,-0.956169250795,-0.950921123516
15,5.10652306858,6.52347371141,7.40103031457,-0.970404877366,-0.962192865499,-0.957106940117
16,5.08625927628,6.27429659196,6.96836454742,-0.970522317239,-0.963636984581,-0.959614477294
17,4.18527681758,5.87140899386,7.52270898211,-0.975744008397,-0.965971940815,-0.956401745009
18,4.08767896886,5.20625276392,6.38953808177,-0.976309641855,-0.969826888679,-0.962969096475
19,3.82885567828,5.48177315839,7.11007583277,-0.977809665829,-0.968230095763,-0.958793182097
