Generation, o25, o50, o75, n25, n50, n75 
0,196.068617091,346.358006256,447.605607804,7.51229774738,14.0370952791,18.43274892
1,228.039779245,256.825673992,351.26238176,8.90032228502,10.1500587836,14.2500182097
2,303.924825484,414.922135085,569.420525857,12.1948633377,17.0137994964,23.7213303765
3,227.472833987,314.229284994,369.528916616,8.87570841811,12.6422303298,15.0430578395
4,268.614156402,315.627778839,560.478018718,10.661854469,12.7029457885,23.3330923988
5,368.758973825,539.885666347,653.961078593,15.0096308567,22.4390776539,27.3916493051
6,270.982618496,326.605429822,490.137113637,10.7646809939,13.1795393154,20.2792496332
7,326.62799075,415.994070168,521.030594214,13.1805187956,17.0603374418,21.620486742
8,278.564935844,283.18197529,374.96892716,11.0938664793,11.2943147462,15.2792353073
9,123.26859406,135.865741279,314.156826643,4.35169264266,4.89859642298,12.6390845584
10,226.208999918,311.763402481,442.149227259,8.82083919907,12.535174308,18.1958607504
11,188.975726947,299.284451135,322.782870977,7.20436069098,11.9934019886,13.0135833377
12,284.727916566,428.25003354,554.588212787,11.361431619,17.5924287624,23.077387113
13,362.160075181,442.60952457,462.955660703,14.7231403877,18.2158445082,19.0991698019
14,523.066803278,523.066803278,523.066803278,21.7088885377,21.7088885377,21.7088885377
