Generation, o25, o50, o75, n25, n50, n75 
0,268.518518519,269.285714286,271.192307692,-0.316080073525,-0.314126016593,-0.30926990004
1,244.25,253.466666667,260.925925926,-0.377892284811,-0.354417322921,-0.335418499033
2,260.793103448,260.928571429,268.518518519,-0.335756799496,-0.335411760905,-0.316080073525
3,247.678571429,258.48,262.172413793,-0.36915967176,-0.341648302059,-0.332243679303
4,253.458333333,262.92,266.214285714,-0.354438548022,-0.330339568158,-0.321948982451
5,265.0,270.148148148,271.827586207,-0.325041782907,-0.311929387075,-0.307651837951
6,262.785714286,266.481481481,267.148148148,-0.330681595502,-0.321268431588,-0.319570423495
7,261.423076923,263.52,263.642857143,-0.334152249407,-0.328811360874,-0.32849844224
8,248.689655172,261.346153846,266.0,-0.36658442919,-0.334348173418,-0.322494770767
9,259.035714286,262.931034483,265.037037037,-0.340232891027,-0.330311463196,-0.324947449124
10,260.3,264.740740741,265.074074074,-0.337012739965,-0.325702119387,-0.324853115341
11,261.0,263.333333333,264.307692308,-0.335229831467,-0.32928680314,-0.326805099004
12,255.5,257.535714286,261.142857143,-0.349238398237,-0.344053409237,-0.33486597259
13,259.538461538,259.692307692,264.076923077,-0.338952387671,-0.33856053965,-0.327392871036
14,264.846153846,266.36,266.607142857,-0.325433630928,-0.321577846396,-0.320948370539
15,261.076923077,262.9,263.260869565,-0.335033907456,-0.330390508401,-0.329471369237
16,249.407407407,255.413793103,267.827586207,-0.364756305534,-0.349457968249,-0.317839886511
17,246.538461538,264.366666667,267.0,-0.372063545491,-0.326654890595,-0.319947758627
18,258.96,260.357142857,261.0,-0.340425736232,-0.336867196414,-0.335229831467
19,257.851851852,266.153846154,275.307692308,-0.343248203018,-0.322102922745,-0.298787965464
