Generation, o25, o50, o75, n25, n50, n75 
0,21.054737213,23.1199576306,34.6572898155,-0.877976164707,-0.866007071314,-0.799141856707
1,4.49444199481,7.57982198125,17.4287038065,-0.973952225375,-0.956070743623,-0.89899103175
2,16.3516064126,28.3347771148,39.7213459315,-0.905233406265,-0.835784311116,-0.769792853527
3,4.85348397238,6.38961377021,20.7283249354,-0.971871378738,-0.962968657818,-0.879867904205
4,7.27781597342,12.4200800064,22.2538386935,-0.957821035302,-0.928018774032,-0.871026709102
5,20.6917186054,32.6853129946,37.6532541337,-0.880080058113,-0.810570551938,-0.781778588155
6,7.11238802828,7.75976917866,32.1770040733,-0.958779781646,-0.955027850189,-0.813516482987
7,11.0120039141,23.8681907355,30.0267464763,-0.936179352976,-0.861670647058,-0.825978413821
8,8.37554131716,13.2877833018,13.5115198076,-0.951459110421,-0.922989954013,-0.921693277343
9,34.0553989026,34.0553989026,34.0553989026,-0.802630147103,-0.802630147103,-0.802630147103
