Generation, o25, o50, o75, n25, n50, n75 
0,44.0977902565,44.6242054331,56.7960337152,1.87073468513,1.90500393757,2.69738127502
1,58.8962425933,98.2780382583,101.387758102,2.83410337464,5.39783017638,5.60027071967
2,41.1086190295,50.1175216941,62.2264497888,1.67614177081,2.26261490708,3.0508974872
3,67.9844353658,86.2949764143,125.078943262,3.42573824036,4.61774139938,7.14254997159
4,97.2110367241,156.559287343,164.122371431,5.32836913773,9.19189791233,9.68424929078
5,68.4992306623,90.4741541526,108.431119197,3.45925104689,4.8898028886,6.05878850198
6,35.1382739067,52.9233710425,90.1093422227,1.28747656272,2.44527369789,4.86605389223
7,30.9360385602,63.9616448111,118.216280882,1.01391403965,3.16385744522,6.6957955467
8,82.796131612,106.661218335,120.573016983,4.38996909892,5.94356921859,6.84921738549
9,32.9888675375,59.6120016335,88.7965521303,1.14755174153,2.88069877751,4.7805921938
10,35.3823434141,69.6543732715,111.081611555,1.30336531353,3.53445000665,6.23133366356
11,105.416783443,120.852256166,143.691755434,5.86255739492,6.86739565711,8.35423076513
12,81.0101253129,105.794339047,130.578552782,4.27370136304,5.8871359954,7.50057062777
13,59.1885308295,86.5231004516,113.857670074,2.85313113029,4.63259211146,6.41205309263
14,62.3861212785,99.1911752181,135.996229158,3.06129198727,5.457274741,7.85325749474
15,232.422063646,270.437664735,308.453265823,14.1305105271,16.6052990366,19.0800875461
16,62.4762831214,77.9151648942,93.354046667,3.06716145892,4.07222164781,5.0772818367
