Generation, o25, o50, o75, n25, n50, n75 
0,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
1,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
2,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
3,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
4,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
5,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
6,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
7,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
8,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
9,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
10,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
11,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
12,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
13,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
14,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
15,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
16,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
17,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
18,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
19,85.3727150723,104.239529809,127.084783665,4.55770284398,5.78591902325,7.27312875081
