Generation, o25, o50, o75, n25, n50, n75 
0,41.1542167391,78.2300835973,105.822184472,1.67911014917,4.0927226307,5.88894871269
1,53.7777310724,90.9833311237,233.5271575,2.50089192631,4.92294994616,14.2024513486
2,93.1832085602,166.382205424,170.565930643,5.06616039782,9.83136287148,10.1037203984
3,69.9159190385,117.598668417,127.064919406,3.55147644948,6.65558941587,7.27183560178
4,45.4548150176,55.438838921,191.891342403,1.95907602894,2.60902886217,11.4919894899
5,66.461201362,109.488220906,187.980601833,3.32657679343,6.12760506912,11.2374030688
6,67.7937398071,75.4478756291,121.916742539,3.41332409554,3.91160287688,6.93669296053
7,35.7550124894,45.9101750194,48.7955881673,1.32762580446,1.98871964019,2.17655797759
8,64.8381707329,74.2199067127,77.3816548713,3.22091865739,3.83166297649,4.03749052593
9,71.2306466365,71.2581296824,76.6078090596,3.63706427815,3.63885340483,3.98711371568
10,72.5652229604,74.2698504444,103.175286258,3.72394424471,3.83491427779,5.71663752732
11,23.2490323469,24.7141775959,26.1793228449,0.513495419289,0.608875329722,0.704255240156
12,38.4150639868,38.4150639868,38.4150639868,1.50079325919,1.50079325919,1.50079325919
13,106.97007716,106.97007716,106.97007716,5.96367570775,5.96367570775,5.96367570775
14,31.5652241516,31.5652241516,31.5652241516,1.05487357278,1.05487357278,1.05487357278
15,24.4508178859,24.4508178859,24.4508178859,0.591730800488,0.591730800488,0.591730800488
16,27.3073714017,27.3073714017,27.3073714017,0.777690396427,0.777690396427,0.777690396427
17,30.4439991386,30.4439991386,30.4439991386,0.98188262434,0.98188262434,0.98188262434
18,71.4209490326,71.4209490326,71.4209490326,3.64945282837,3.64945282837,3.64945282837
