Generation, o25, o50, o75, n25, n50, n75 
0,108.91394063,123.257028158,131.350776549,6.09021983284,7.02394459815,7.55084184411
1,85.9995796013,87.2263572051,90.2357914015,4.59851127759,4.67837362439,4.87428564356
2,72.5236293989,90.5972782903,94.1178991379,3.72123653353,4.89781818213,5.1270080876
3,57.3114799152,60.2035431516,66.1448878386,2.73093645491,2.91920770832,3.30598500872
4,52.7874401601,57.1148495698,66.2005360121,2.43642469442,2.7181359597,3.30960766512
5,47.2487226182,48.2817894479,52.7684953436,2.07585813392,2.14311004751,2.43519140039
6,31.1022840659,37.6097593147,39.8090386975,1.02473650347,1.44836849956,1.59154001835
7,28.1931288596,31.4141893168,33.5690638033,0.835352575011,1.04504131278,1.18532210451
8,25.0799594531,25.9635139958,29.5261931965,0.632687467668,0.690206238045,0.922134112302
9,23.8721407763,24.162618203,33.114571066,0.554059333501,0.572969206744,1.15573495156
10,22.8994138012,23.6188981241,23.9996255835,0.490735501392,0.537573417513,0.562358503499
11,20.838545405,22.2521088237,25.8750692551,0.35657443908,0.448596409159,0.684448548527
12,18.124873031,18.3383070878,18.7494836448,0.17991630354,0.193810708364,0.220578008885
13,17.0224131007,18.3624918203,18.8838544385,0.108146948603,0.195385117199,0.22932545169
14,15.8736928898,17.7264166403,18.3867309873,0.0333660824006,0.153977076775,0.196963069674
15,17.3362440327,17.5179420981,17.7308368649,0.128577118378,0.140405532809,0.15426483024
16,16.6742906879,17.3515941089,17.4850356769,0.0854844278876,0.129576397389,0.138263348267
17,9.77457375779,15.6957844096,16.6974556004,-0.363682221816,0.0217843672628,0.0869924471663
18,9.6132124933,14.021832014,14.7416325806,-0.374186725015,-0.0871887394446,-0.0403302360838
19,10.3677022916,13.7526435135,15.0170082347,-0.325069977419,-0.104712718782,-0.0224034774654
