Generation, o25, o50, o75, n25, n50, n75 
0,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
1,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
2,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
3,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
4,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
5,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
6,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
7,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
8,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
9,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
10,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
11,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
12,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
13,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
14,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
15,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
16,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
17,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
18,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
19,16191.8522101,18195.34394,20345.6535514,1626.77449561,1828.18645872,2044.35809231
