Generation, o25, o50, o75, n25, n50, n75 
0,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
1,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
2,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
3,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
4,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
5,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
6,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
7,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
8,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
9,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
10,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
11,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
12,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
13,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
14,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
15,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
16,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
17,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
18,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
19,254.996996997,254.996996997,254.996996997,-0.350519552992,-0.350519552992,-0.350519552992
