$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.595760720451,0.840107208668,82.4006043712,0.698778610134,45.8082471676,39.9543794211,0.0581876590633,4.88723868137,17.4565535402,2916.85748647,0.552546111153,0.1
0.111841988988,0.989700706852,92.8137622088,0.466613341048,76.4927310031,13.8008577022,1.32394350877,0.321977312192,14.0532738105,6187.64105632,0.123957179875,0.153846153846
0.70767439911,1.22056508994,83.4022641433,0.652517165817,5.95068550798,38.3850064973,0.867961742257,3.48303826463,16.2317869228,12230.0738395,0.712628134113,0.0
0.672479222625,1.03988037972,93.0057229314,0.583943379471,7.04396346074,10.5469362564,1.48639270823,3.60024324194,1.01908211294,6374.42028648,0.260041572932,0.2
0.308650988545,1.08265407043,91.9285578945,0.67299298266,42.8985137562,32.8420580677,1.88999058029,1.9246706436,9.10085868026,10371.7766926,0.37976613231,0.0512820512821
0.384763401498,1.01978871298,80.1380859748,0.53523804635,5.24179847499,48.0509865158,0.769765123904,1.78701529754,16.429680234,5575.11240423,0.514433675119,0.571428571429
0.222183784635,1.10001391158,92.5060724736,0.698423664878,0.343754128662,42.1384490181,1.12533577932,4.38621748232,10.5451830896,14760.8564592,0.278606539496,0.175
0.866545062446,0.852868368264,89.5100166282,0.594922959113,4.23415528584,8.45665343911,0.412299792621,2.79621329234,4.15215450961,1864.85137377,0.374358467951,0.206896551724
0.282421698075,1.09403302315,90.0448494182,0.494796085447,26.9020268134,1.56395398253,0.381820766449,2.94030703401,10.4637221805,6508.00452224,0.0212852039255,0.222222222222
0.75553979392,0.876322972331,92.2463794834,0.671851273416,2.84935738897,28.8612224097,0.247020586572,3.18683392509,4.7900063654,2976.26774933,0.489947207684,0.0526315789474
0.634644941589,1.04143233264,92.2648376621,0.403127347755,40.6169481364,4.71295204796,1.24176830772,3.18651959445,14.5696554284,10602.9767053,0.208353996858,0.573033707865
0.232622251122,0.82762359383,80.8644339645,0.582080798403,32.0899920554,14.028251496,0.382627613423,4.34868249909,6.72089134851,2710.18925871,0.205479964173,0.608695652174
0.574800056362,1.23264291111,85.028217947,0.683036947559,60.8594641634,44.7510262726,0.307654114751,4.76859096008,5.98587026406,13562.2044641,0.582009873917,0.0
0.418398317831,1.13152030858,85.1424423842,0.565394563425,34.3386397111,32.1856137467,0.55063592947,0.403702887735,10.5795498007,6356.37897647,0.473472593212,0.611111111111
