$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.624255378104,1.15056758149,5.54323539499,0.320135920718,28.4906898027,49.5009692325,2.67120114898,3.20704918253,36.0727238586,1224.171373,0.561911926218,0.377358490566
0.538415245997,1.03776537025,3.22312450037,0.344185265182,34.2316902126,44.2275038326,3.38708091869,0.365820877257,27.1350964799,536.445456185,0.60109819945,0.367156208278
0.509849216951,1.13773016501,5.22746720932,0.411728413954,32.4921679459,44.8662137352,2.3747942351,4.18020116713,36.3930444027,1084.90992449,0.513724217576,0.0
0.779502813974,0.963627942259,4.55141791246,0.498383241546,0.623140548785,49.367676395,3.7960404526,4.70498671146,33.7078319523,648.51264273,0.59254226377,0.153238546603
0.637513737061,0.982530635018,3.44195343998,0.280582656248,22.2466532549,44.5264053832,3.6438839091,2.97780971597,43.0888976081,715.318276167,0.574543672479,0.530973451327
0.785082503016,0.838549081531,5.60865313556,0.480580533799,23.0673846856,42.910841659,2.46611022775,1.91976162822,25.9328692504,655.260074658,0.479027843156,0.141732283465
0.697399038396,1.1787437117,3.89628008281,0.203469835332,31.2188517393,44.9587922319,3.59309461807,1.99884400852,22.9973366427,841.070174673,0.48688291244,0.418862690707
0.768746926534,0.89676196256,2.53548778564,0.270294071164,28.4393795324,47.5740391529,3.24310537435,3.00711286409,38.8244032163,412.854503488,0.609874955881,0.215073529412
0.720761682419,1.18733804495,2.34798897409,0.347685044873,44.6666102423,49.2836023886,3.87295352011,4.60059544805,26.6986796114,486.695238449,0.631508364748,0.113475177305
0.694119099506,1.17404956993,3.02220430527,0.277059149077,4.60767422262,46.4230524155,3.97641641464,1.39302716105,23.8681544141,588.347744599,0.456180940978,0.625776397516
0.631603291342,1.01781044929,3.57845777175,0.468091499138,19.9274295049,45.7210771495,2.05315358314,3.49773937548,24.693595428,475.16495788,0.528824812933,0.214285714286
0.825316303682,0.863703798055,4.71297359599,0.336103414829,46.1813920729,40.6037675768,3.51438334321,3.66272631332,35.3789358187,749.592829432,0.586743360071,0.0452127659574
0.619359593626,0.948635967733,3.92617863306,0.239613780365,5.44712889995,43.0324342102,2.53833959105,0.655750164132,40.721089189,554.418122378,0.630408485271,0.44
0.810908367602,1.05752877582,4.3679686609,0.279360890148,20.7396229068,44.7210696652,3.16411658136,1.03720117087,42.3785393632,878.227752757,0.469846845234,0.410220994475
