$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score
0.109847711425,1.2077836135,7.90620382277,0.74971328961,83.671352197,2.34382489394,1.73290316047,0.178254260699,10.6150944005,1138.52398523,0.0272531198654
0.119655139817,1.12566867979,4.68711338599,0.60409550834,81.0372639676,2.11293530157,1.36080720286,1.62891696185,19.7691998675,593.809463517,0.0148097351629
0.149716590476,1.18706637374,5.43803398749,0.670806458908,93.1953936358,9.3123067528,0.871858032241,0.567691755364,14.6033704685,339.618576738,0.0826763752582
0.11780946023,1.06214601176,4.75546429005,0.786676745566,96.6655865774,4.90969550134,0.846045116312,1.44972595194,17.35584494,392.224950603,0.0683624108654
0.172095226077,1.25066209363,3.09320675227,0.617659302528,82.6921437043,5.08150405253,1.56329264452,2.89145335574,17.1203394501,353.727556231,0.0890349562671
0.135860537454,1.08108995079,4.34429944869,0.601392897116,95.0478267162,8.11905784497,1.87513648929,1.60137593897,14.6523710266,415.614283335,0.110172337909
0.114923241203,0.88052120236,2.68749098283,0.712094529401,95.5796674076,8.2476838203,1.64667715111,4.12982297591,13.8463934155,257.224430489,0.0722325726621
0.104887392347,0.847644432881,7.29529344757,0.667620242092,95.6321973379,8.71279583643,1.65967979067,3.78080633928,19.2371384215,481.480802263,0.0943674931691
0.114761902703,0.827071994437,7.02502982911,0.88825082609,95.4970284643,5.29997823035,1.98021987254,1.68810127656,16.2973561314,489.009249714,0.047385687903
0.175329363209,1.07230364454,7.59156063939,0.930762089959,81.2342927929,4.80504854662,0.886456942052,4.48148673202,14.0767633681,397.942178912,0.0498089362939
0.1931293995,1.00390643886,4.19835478136,0.870271893416,98.9273742852,5.73411105392,1.52434918107,0.993725260917,18.6422674067,316.413445134,0.0457413772402
0.180302012165,1.0756719954,7.19997089825,0.893967720103,99.2267884272,5.99358417821,1.08250001245,2.5425484171,13.7202835756,922.291519268,0.0474526768509
0.157046126141,0.942260271989,7.22699988809,0.635421160939,82.1497087894,1.47495429871,1.49000266353,0.776701642954,14.6171222131,581.955830666,0.0284936842208
0.166817913753,0.887330179276,6.57912924886,0.686468521986,82.0267744948,3.74506318874,0.196445798677,1.89107241723,13.1448747876,285.73457288,0.0359013748088
0.197654595133,1.07222885584,5.2688962147,0.725910542235,88.2400238516,5.26000656966,1.5103101872,2.79537429371,16.275151406,524.063494596,0.155962118891
0.110806412808,0.863334131736,6.7095240387,0.922178154794,87.4744689551,8.97501681629,1.19588621245,4.71000981031,16.6461057421,471.762754469,0.0906868393445
0.122795560593,1.1865087837,2.66231533282,0.610232268558,83.2307524019,7.17121700312,0.602045838356,3.10586836508,11.2250930341,207.796107226,0.0522371367808
0.119614814035,1.17617969113,7.39270667185,0.708503262426,90.0818933927,1.78270651037,0.542179275864,3.87405133164,14.8644534017,652.497656809,0.0139021054492
0.132231477504,1.01033237547,7.8940228717,0.853424128945,93.9141183063,5.96804361768,0.474585988,0.198420544743,14.1140765271,652.987153093,0.0230159832731
0.156860649477,1.04612874577,6.41606947334,0.713301623952,80.4725737412,8.65979644302,1.75924507825,4.43515538787,19.1565360926,566.670795355,0.152766188216
0.136140315555,0.845807161245,2.84984547379,0.605771587623,80.7248224415,3.05896283705,0.918059054147,0.552952218814,14.1539993946,142.717214969,0.0560859834681
0.17398421792,1.18773326867,5.67024091021,0.84087834238,86.3794865465,9.88001223724,0.158441595737,2.96692460878,17.4840497989,603.008397651,0.146048509312
0.160661343817,1.0815822377,5.70239525742,0.932367618038,97.518052263,7.39839588801,0.637607052661,4.69697047364,16.0996691671,350.992411393,0.143939207252
0.16956098093,0.923090217002,4.37906934455,0.633494185673,86.3288066389,5.5088393336,1.84537498092,4.84072610276,15.2724748099,347.983220772,0.0504745957665
0.18446278902,1.04795904419,7.58520296209,0.688970545923,96.3373485694,6.74991360556,0.126300498311,4.72221980392,17.3186219697,566.978186405,0.0385495533309
0.120116402707,0.994184786781,5.00021869343,0.911292551039,82.1214813241,2.1731144535,0.651144055437,3.27762698278,18.9769014711,295.546531554,0.0324182743679
0.153344752767,1.02835549202,2.77245108802,0.874041925958,92.6253750758,9.85800707315,0.375613816565,2.9774518607,16.3400020665,200.357425828,0.223492419171
0.185172717704,1.21114477567,4.35032615226,0.832200532382,88.2665004434,1.9385650451,0.0641891515172,0.851704766104,17.9317658907,386.322208821,0.0173958959935
0.148357064651,1.12151847772,6.00589642592,0.729439162543,91.7445477003,2.22036025831,0.477569862859,4.77741578323,13.6928851557,486.612818089,0.129154708195
0.102042373163,0.835272008225,7.46865085703,0.657257642938,99.3358294707,8.32410445287,1.13815528159,3.34312855747,17.651153186,477.847456115,0.105517083303
0.174008420839,0.892021518542,5.86412913793,0.822471242596,98.8616838981,3.34094414217,1.92178897291,4.25222667227,14.2617831865,353.493564631,0.0875327452774
0.143871918461,0.955717373946,6.10509658872,0.845558047048,84.4325398607,7.5223251727,0.654852924348,3.97572417679,17.9219812816,345.137973887,0.0590435171406
