$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Effort,>>Months,>>Defects,>>Risks
2.54361995268,1.38248473004,1.48151569089,1.00000065794,4.86048212579,1.17866838947,4.9889415103,1.26000054972,1.00000028532,5.92048211013,7.28925000815,1.0053205002,1.18299983296,1.10963125631,1.07176130541,1.0058838991,1.00007245403,0.92101876242,9.36017937327,1.00000023978,1.000000575,92.1206602816,1.01199544704,4.27538525258,0.956638215592,4.33726584733,0.870000569465,2374.19880429,55.5596776479,14501.6650481,1.60857908847
2.95504798998,1.42214415285,1.35492899237,1.0000009874,4.37922921356,1.13639351813,2.89771429518,1.26000050765,1.000000838,5.76077673757,3.66989363981,1.07949600107,3.04290713723,1.04963238904,1.06988629916,1.53253819324,1.06558157936,1.03924067673,5.32391877485,1.0000003491,1.00000024004,81.1619724633,1.05118088999,2.22903756787,1.03696065411,3.63993405747,0.8700002098,220.222266485,15.8717360595,2346.18645222,1.07238605898
2.71431733442,1.20718823103,1.59672175685,1.00000051223,5.98250904488,1.04461407968,4.61892921561,1.26000006357,1.00000091043,6.02864018185,6.21881097927,1.08317835937,3.02479684362,1.06167262412,1.0410681604,1.25594779004,1.12131660601,1.06807081279,3.16102679099,1.0000006148,1.00000049987,109.510050615,1.08326235137,4.09356616965,0.969148699423,3.99096116532,0.870000077179,3427.17667019,35.5015048847,9552.25792131,5.8981233244
2.58149715307,1.000912334,1.69057446112,1.0000003157,6.0290664323,1.16339748093,2.82372920736,1.26000055537,1.00000097021,5.38912412683,3.65692153804,1.08494758627,1.36528296429,1.10550217355,1.02983280267,1.27384155547,1.13423110566,0.912628979563,4.58060877203,1.00000052392,1.00000069739,100.664506242,1.00732912456,1.61425538347,1.06260375818,3.76717257988,0.870000004642,104.732856882,12.6918086403,542.212452493,1.60857908847
4.18218921222,1.12085400942,1.50467723347,1.00000033388,6.55952610543,1.11171766868,5.75635909119,1.26000082217,1.0000001953,5.40837589122,3.96208312402,1.03693077361,1.16472476578,1.00933699773,1.01523503772,1.32318584427,1.16568137367,1.01827848358,4.39941867044,1.00000037265,1.00000068801,96.3504642676,0.990634203879,4.35378567783,1.06364162513,4.36916478368,0.870000048803,3983.14686487,31.1641583149,56221.826123,2.68096514745
1.28753956057,1.10493452284,1.61799140161,1.00000084647,4.33279778663,1.02706576695,2.54537911769,1.26000058994,1.00000063182,6.02108803195,4.98642474577,1.04861914041,1.23814651369,1.05257789953,1.01325447691,1.03694437041,1.00835308647,1.07136342262,3.27323539297,1.00000078579,1.00000061459,103.699509599,0.921283226121,4.21670691256,1.01495829876,4.08106228381,0.870000254168,1100.0307584,29.9957510768,2227.36263933,0.268096514745
1.49659937153,1.08580354673,1.37296465274,1.00000019173,6.6355427571,1.15519317169,3.4856239013,1.26000038813,1.00000039404,5.57671962537,6.16162732658,1.047832199,2.70645337797,1.0103741119,1.0754025953,1.38565376189,1.01321587883,1.02452021067,6.91834735408,1.00000025215,1.00000043599,120.984117478,1.02639335412,1.5924401326,1.02708898193,3.97787813225,0.870000718382,1064.03098787,26.7140126966,8279.44421585,2.41286863271
5.03269276885,1.34932968891,1.38361814457,1.00000063758,6.67293045254,1.1859672489,5.46892087079,1.2600006535,1.00000028649,5.2833944987,3.61309722331,1.09998144197,3.65134080353,1.05954130562,1.07582895572,1.06324518818,1.15983181085,1.05633288457,9.82548073138,1.00000086335,1.00000003922,84.3809954041,0.978043113229,5.68158409388,0.96053342022,3.56077067948,0.87000043655,3871.61801226,38.6944329423,22183.1735124,4.55764075067
5.27181248824,1.33379514801,1.73525203812,1.00000024634,6.35472096599,1.01560416777,5.96177391121,1.26000035371,1.00000025357,5.27051748849,3.44811034676,1.01648043198,2.26516146635,1.06600724827,1.08708797386,1.54787743162,1.15151271745,1.10178256203,5.26959888785,1.00000091294,1.00000039957,85.1747711911,1.04818741918,4.66582779546,1.03875194723,3.58635374618,0.870000980831,2174.07894416,54.9341616752,14682.7780363,1.87667560322
3.33742419182,1.22155235203,1.4592399751,1.00000016705,6.37612336734,1.18361989529,4.6746940975,1.26000038527,1.00000074557,6.17309343085,4.98474295001,1.02340645689,4.02041761151,1.09284441025,1.08450450964,1.25463670884,1.02978402558,0.981988526647,5.92847269818,1.00000040365,1.00000024932,98.8428563945,0.923362810825,2.84069393477,0.973673501613,4.10466041223,0.870000283867,957.689449107,21.2705766385,1888.87681394,5.36193029491
