$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score
0.745418363273,0.884092188938,81.8996716961,0.564671914769,56.6373522546,15.184250874,1.02423852569,0.873225840155,16.63671673,4030.18463386,0.386979981943
0.793360973374,1.17057168077,84.8176994321,0.669121643824,71.0657354745,7.61498638176,1.34025613443,4.84112285226,17.8292948041,15563.4787653,0.29130281063
0.152798336937,1.23234904462,86.0968117335,0.697678397002,34.8272928907,35.2274328551,0.0651284337339,3.59250559416,5.76256566694,13313.9710853,0.275693975248
0.478019600482,1.06693175303,83.1488781496,0.599061932518,14.6363820031,18.9838543071,1.83826525785,2.14969705524,7.91290074093,12257.3534792,0.288367026921
0.824971834202,1.12853027501,88.5988239877,0.40903191418,96.3485348362,9.0110855172,1.81095639525,0.310161060762,6.89293874712,11679.3017895,0.454258381622
0.68636242089,1.16288496307,84.5847434961,0.619628430936,73.9716917957,21.4032463183,0.625387915425,0.0309718896417,1.6015490266,9299.51159462,0.1864831102
0.261503136777,0.862316760164,87.23068988,0.628153585312,40.8640439101,12.5189818295,0.765839423353,4.01156946568,6.38187684801,2146.02467339,0.23247078456
0.773765741388,0.961299874257,87.55636241,0.472724855321,78.5295915013,21.415559048,1.55925310704,2.94548168747,15.4216439282,5371.79824466,0.540790404929
0.610005762312,0.854493972728,82.0152881322,0.422779002989,10.2127535984,47.947848911,1.6415965232,3.01161631677,4.21093390267,3243.60078305,0.519716446295
0.75498436772,0.909983373322,84.0475204392,0.646605322433,59.9070656767,19.5173782925,1.17594017793,2.08995317033,12.5663891661,5759.69431613,0.489935595574
0.629278164518,0.877800056277,89.7882138989,0.550063198816,82.5749482846,20.0095836124,1.87426113937,3.5932881086,3.57268225158,3702.5666226,0.424564424977
0.457342706921,1.12253503022,80.5976565384,0.501457496608,88.8202719333,12.4358484638,0.180957979852,1.80845880386,16.3056116118,10693.8105421,0.206273996029
0.15544994441,1.10222150774,94.0957607818,0.638092368819,29.5664726845,40.629493485,1.37784692141,4.71624276691,1.10690457071,13782.7129355,0.208864773685
0.672176892928,0.920245590452,92.6404632138,0.438900898404,96.5335932579,21.4160642937,0.719618292579,2.89874415568,19.2985823067,3716.72678388,0.327393519205
0.189035133116,0.837781170723,80.3246266459,0.60956508701,44.6322914819,45.4180819037,0.30187538399,0.852890469136,16.8376226228,1512.09483101,0.343012099205
0.879006217719,1.13363626741,85.4881054373,0.446516709006,11.1354061547,37.0220060326,1.6279732016,1.60963965261,8.02100524341,15585.6847449,0.474595387829
0.788649448107,1.14124405689,81.3274894832,0.405216231326,0.154188483297,42.4341935358,1.98593914941,3.78206867934,17.1985379828,14090.7004624,0.538912926176
0.670855790228,0.843546995551,83.7540239156,0.602408553121,84.6609836883,46.3989645864,0.905387909008,1.6362763603,7.45878677299,2028.05852798,0.6249481383
0.871530823842,0.82652655774,84.066192802,0.566066767956,66.8883419059,16.7210151561,0.548139149499,3.93233193904,17.6357764703,2362.23496558,0.471492417641
0.499814795817,0.940848885362,83.8496597183,0.619120690818,28.4839835754,15.4274776095,0.894952325822,0.451069259199,2.50027257341,2543.12334668,0.254163725051
0.62563917478,0.880370703004,84.955688498,0.462374424788,80.9703248674,5.78065686489,1.88871908489,0.677182070074,16.4669507243,5281.11768368,0.118882938065
0.281919247235,1.17786694715,93.5428494208,0.537038940662,95.7836853293,6.37115656433,1.45736567918,3.38387355206,15.7903477657,20352.9224072,0.178637482797
0.323292706982,1.09470299394,88.2554675994,0.629371064847,80.7292011298,22.5732121374,1.0195991128,0.734654078593,8.55627175196,14384.3109515,0.405921863537
0.206304100633,0.904100458396,85.133293966,0.684756029204,52.5823745807,1.25170532937,1.64517738259,0.625879240781,4.70768856222,4271.37543395,0.0322930106855
0.891539468338,1.0473985472,87.2380264844,0.676065179491,94.6523136386,16.6799998663,0.598244876053,1.88352284372,18.7135659668,6629.92959727,0.418768713139
