$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
0,1,1,2,0,-1,-1,0,-1,1,1,-1,0,2,2,-1,0,1,0,1,2,2,2,2,2,3,-1,3,-1,2,1,-1,2,1,0,-1,3,2,1,3,2,0,1,3,1,1,1,0,-1,1,97828.0,564,99518.0
-1,1,-1,1,-1,0,3,2,1,2,1,-1,0,0,3,0,2,1,1,0,1,2,2,1,-1,2,0,2,2,0,1,-1,2,3,2,2,0,2,1,3,-1,1,0,0,0,-1,-1,3,3,0,97723.0,595,99511.0
1,-1,2,-1,0,2,2,1,2,2,3,1,-1,2,2,-1,-1,1,-1,1,0,-1,1,3,3,0,2,0,1,2,1,-1,2,0,3,3,-1,1,1,0,-1,2,1,1,1,-1,0,0,2,0,97942.0,567,99556.0
0,0,-1,1,-1,2,3,2,2,0,-1,3,-1,1,-1,3,3,2,0,1,3,-1,0,0,0,1,-1,3,0,3,2,2,2,1,0,0,1,1,-1,-1,3,-1,1,1,0,0,-1,2,2,0,97877.0,557,99527.0
2,1,0,3,3,0,3,1,0,0,2,3,2,3,2,1,2,0,-1,0,2,3,1,0,0,-1,1,3,3,3,2,0,1,1,1,0,1,0,3,-1,2,2,1,0,1,0,1,1,2,2,97332.0,674,99422.0
2,-1,-1,0,2,0,2,2,0,3,2,1,3,1,3,2,1,0,1,0,0,1,-1,1,2,0,3,0,2,1,1,2,2,0,3,1,2,2,0,2,3,3,-1,-1,2,1,1,3,0,0,97607.0,635,99461.0
2,3,3,1,1,0,3,1,2,3,0,2,-1,-1,3,-1,0,0,2,2,3,2,2,2,0,3,1,-1,2,1,1,1,3,1,2,0,1,-1,0,3,-1,1,2,0,0,-1,2,2,-1,0,97926.0,586,99512.0
1,1,3,2,-1,1,3,-1,2,1,2,2,0,0,2,0,1,3,1,1,0,3,0,3,3,1,2,2,3,0,2,1,0,2,1,2,2,0,3,1,0,-1,-1,0,2,1,2,3,0,1,97355.0,643,99433.0
0,2,2,-1,-1,1,3,2,1,2,0,2,3,1,2,1,0,3,2,3,2,3,3,0,-1,2,0,0,1,1,1,1,2,0,2,2,1,0,1,3,-1,1,3,3,-1,-1,2,0,3,1,97680.0,633,99468.0
2,0,0,0,-1,2,2,0,2,-1,2,0,2,0,2,2,0,3,3,-1,1,-1,-1,1,3,-1,1,1,0,2,1,1,1,2,0,0,1,-1,1,0,2,2,0,1,-1,2,1,1,3,-1,97676.0,580,99505.0
1,3,2,0,-1,1,-1,3,1,0,1,2,2,2,0,1,0,1,0,1,1,1,3,0,2,-1,-1,-1,2,2,2,0,-1,0,1,0,2,0,1,-1,-1,2,0,-1,2,3,-1,2,1,0,97701.0,567,99505.0
0,0,3,2,0,2,2,2,1,0,1,2,3,3,3,3,0,3,3,3,0,0,1,1,3,3,0,3,1,0,1,1,1,0,3,1,1,2,2,1,0,1,0,1,1,2,2,0,2,2,97298.0,708,99396.0
2,1,2,1,2,3,0,1,0,3,0,1,0,2,2,1,3,2,0,0,1,2,3,1,1,-1,0,1,0,2,3,2,1,1,0,3,0,2,1,0,3,1,0,3,-1,2,-1,3,-1,3,97433.0,651,99440.0
1,1,-1,3,2,1,0,3,0,2,0,2,2,1,3,1,-1,3,2,2,2,1,0,0,0,2,3,1,2,0,1,3,2,3,1,2,3,0,0,1,2,3,-1,0,1,3,2,1,1,0,97451.0,665,99427.0
2,0,1,3,1,0,3,0,-1,-1,3,1,2,2,0,3,-1,3,0,2,1,2,1,3,0,1,2,-1,-1,2,3,2,2,0,3,1,1,1,0,0,1,2,1,3,3,0,2,0,1,3,97440.0,631,99448.0
1,2,-1,1,0,0,1,2,-1,-1,2,-1,2,1,0,0,2,2,0,-1,-1,1,3,0,-1,0,0,1,0,-1,2,0,2,2,3,2,1,1,2,2,0,3,0,3,1,-1,0,2,1,1,97471.0,591,99504.0
0,-1,1,1,3,2,3,-1,2,0,1,1,2,2,0,2,2,-1,1,1,1,0,1,1,3,1,3,0,2,2,2,0,1,-1,1,0,2,0,2,2,3,1,3,1,2,-1,-1,-1,0,3,97582.0,599,99480.0
3,0,-1,3,0,-1,2,0,0,0,1,0,1,3,2,0,-1,2,1,0,0,1,1,2,1,2,1,1,3,2,1,0,-1,0,1,2,1,2,-1,-1,0,-1,2,0,2,1,2,1,2,3,97381.0,618,99468.0
1,0,3,0,3,2,1,0,1,-1,3,1,0,-1,0,3,2,2,2,-1,-1,0,1,0,2,1,1,1,2,0,0,1,0,2,3,0,3,2,1,0,2,1,2,3,2,1,2,2,3,1,97468.0,656,99443.0
1,3,0,2,2,0,2,0,2,3,0,1,3,0,-1,2,1,1,3,2,0,0,1,3,0,-1,3,1,0,1,3,1,0,1,1,0,0,3,2,2,0,1,3,2,3,2,1,-1,3,2,97367.0,659,99436.0
2,0,-1,3,3,0,-1,2,2,1,1,2,1,3,1,1,-1,0,1,0,1,-1,1,2,-1,0,3,3,2,0,0,0,0,1,0,0,0,3,2,3,1,2,1,-1,2,1,3,0,3,3,97501.0,618,99452.0
0,1,-1,2,2,1,0,-1,2,1,0,2,2,2,1,3,0,1,0,0,1,-1,2,1,-1,2,2,0,1,-1,2,2,1,2,3,0,0,-1,-1,3,0,1,0,1,0,2,-1,1,2,1,97625.0,596,99480.0
0,2,2,3,0,2,0,2,0,1,2,2,-1,3,1,-1,2,0,2,1,3,1,3,1,1,2,3,3,1,3,-1,1,3,3,2,1,2,0,3,0,1,3,1,2,1,0,0,3,1,2,97629.0,666,99438.0
