$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Score,>>Idle
0.353599502492,0.999551180078,2.44645012817,0.576062789082,8.58292711435,20.4664832313,3.00648213796,4.93044570055,12.709833273,409.906820699,0.260932679909
0.849280988805,1.04449567766,4.35436564788,0.467978920658,2.00331087969,32.178246579,3.52908558719,0.776020790314,28.7522314456,830.030352194,0.607606637446
0.413830200491,1.19905190267,3.6773906918,0.501300587159,94.5044285109,45.0937160882,3.50880943305,0.795714870607,42.9601271811,950.276073364,0.477923150479
0.166938871629,1.1710895702,6.96697336243,0.670496202867,61.8027027367,38.7912732778,3.27120083576,3.3025401134,28.2461738753,1743.05490176,0.295116538512
0.663762996298,1.0820256067,4.30650802428,0.577581287887,18.1704705958,33.6410189633,3.74864684422,4.12813461939,5.48101201618,641.706482634,0.524828754107
0.895378431572,1.14131869073,2.25004935748,0.545793803926,97.9554881997,2.78636470766,2.70744227004,4.47863704072,15.1177237262,352.113195371,0.219445231497
0.277103758182,0.904488430325,8.45856625569,0.565002400576,37.3007144862,25.6021697632,0.625869854886,2.67258168415,25.3897624844,508.231246091,0.511823776759
0.692629984982,1.02005832415,2.39901018463,0.476887937371,7.16789095261,42.6683287164,3.40215414949,4.51263009359,37.8111298917,482.830117389,0.592012073554
0.759749034979,0.972104074486,6.05479326244,0.494658845505,91.53986458,25.426673946,1.70575959273,1.60041646889,28.8188139517,789.177789741,0.446691964526
0.174395983042,1.17595648574,4.86215022876,0.670487760206,79.5929752342,20.1364158888,3.81523594303,0.550997514148,22.2962760851,1060.71413612,0.189928522847
0.499477187596,1.00918275087,5.72929370237,0.544245231542,28.0246539429,49.6929688257,1.02092798966,0.970369576541,7.42419977576,389.887985975,0.563880997411
0.340916588006,0.987406629768,8.47104377338,0.662427942634,41.7840811194,43.2133753112,2.49342518282,4.1533741056,27.5090331763,1407.29849232,0.448070216032
0.644194815291,1.08065368066,3.43900639996,0.480664566016,5.82431221206,5.32961271989,0.182399098251,4.47708674854,37.3386753071,300.293626486,0.230248189523
0.571891013276,0.880468557699,2.02429526675,0.447119373495,81.9247136953,3.12721920373,0.526158812722,4.41606528961,7.25992781601,94.9294513541,0.144458920818
0.710864310884,1.1421016589,4.15099534534,0.651942803064,15.6991962835,43.9864756408,0.917332588719,3.54200768267,4.39246552219,241.471644896,0.495041773922
0.759933840388,1.00456420905,4.75247699056,0.658003657313,1.48623920352,12.1395324286,3.93747487281,1.12735079659,2.20598334334,626.870011091,0.298694855242
0.573605605796,0.947389731377,7.85357484833,0.503568756,8.91997211452,20.0461349074,2.43437485029,4.69509906757,22.6109798147,950.311348841,0.478302375348
0.471411864412,0.922735044566,5.74455973617,0.487298599526,76.5932104102,41.084414299,2.25601405993,0.569893348679,35.9378462581,814.594280727,0.572136421972
0.612873847559,0.838034829578,5.47632535372,0.560174850748,35.2681006988,23.5394091466,1.24836449856,4.49895381073,17.8243893327,419.296803432,0.509646670077
0.716156649521,1.14314382398,6.30231829923,0.571566666881,38.2446775436,18.6830993209,1.46603192239,1.81749662237,31.5724853233,928.722463771,0.317390559427
0.180107398439,1.15041772889,3.15725054505,0.503494031843,38.6234382137,7.55723578531,0.702785031376,3.84738525995,3.60202765795,181.543058303,0.0528280268986
0.880374523617,0.885278576748,6.01030725656,0.678698306883,65.4187732675,40.919362048,0.210959863597,2.33860717558,22.806113517,183.550988816,0.388404571663
0.258599877829,0.881111839557,3.70953527613,0.664061878198,22.5101405843,26.612318974,0.362953093174,3.4191943913,25.8018636576,223.09123771,0.326587691126
0.398491273315,1.15584923284,8.38482397042,0.652903924468,11.4017081896,28.9320810679,3.24036740315,2.89396208548,15.0762996345,1654.97536413,0.476997095985
0.844213700545,0.866683944264,3.90504478406,0.575208138698,60.5896859753,34.1078513554,0.507890932898,0.741672896515,33.1348406676,213.445042715,0.553834028143
0.570733052726,0.867234984283,6.38361852376,0.516789790115,24.1904411147,41.468112953,1.773063857,0.0791380790516,2.75713950498,481.31741739,0.444228185373
0.805263376144,1.03295007836,2.90998864469,0.656882235393,1.93610261436,49.5407378319,2.62665428335,3.05256284481,23.622622692,309.622587969,0.589131872952
0.745251894341,1.17083915211,2.80488920206,0.520408004237,81.3962725033,10.3618439495,2.31456835994,3.71820356096,26.7827827563,424.861047237,0.426737480058
0.60503277105,0.868799812598,8.6060543495,0.673257897531,70.3492791165,33.1688932908,0.387403908754,2.91046762443,13.1337081683,433.165841514,0.542252436458
0.264625454548,0.833599233672,2.0815498374,0.613459581062,53.517896576,12.6814649828,3.99191989158,1.79501489202,24.2560781503,324.14198188,0.213317318966
0.777221323616,0.998741831673,4.07827108669,0.555691284606,85.516255762,48.9053197505,3.96891618886,0.806831721705,41.6441951062,840.523439468,0.632106328109
0.790640790996,1.03801363998,2.16487013901,0.525001578431,36.8327608076,22.4610327623,2.57405198942,3.49681831272,22.3298420263,288.686186006,0.479423139124
0.607120285321,0.900958944838,5.73814462647,0.639940241639,60.4869840876,12.0135104096,3.03754368173,0.849013142896,28.8643860903,873.727493211,0.309766947507
0.405550218209,1.03705332229,2.20152606815,0.423194899602,42.1067303979,46.6840335124,1.83504360282,2.13645740054,41.5024317013,272.239645097,0.461155664894
0.257623741894,0.937438036466,2.97322919543,0.572758451618,33.740201748,21.4819869857,1.10850428668,0.133328744353,24.7889870114,286.242490748,0.239547282596
0.575978238831,0.974481798284,7.96337347294,0.581810888166,18.1767207022,45.9600838366,1.58511903681,0.332607061844,7.14461885568,742.69870511,0.508340750496
0.754128435207,0.844057052225,2.13768984904,0.441322993717,74.9827378384,39.9693457475,0.958733641408,2.20624383163,30.1619498652,185.809225108,0.511707287213
0.101936845912,1.1861185226,7.00227286487,0.415307491892,63.9384717464,20.2850916193,2.88713037162,4.32426477081,17.5628054199,1398.28082025,0.125625827776
0.606920866767,1.11441693836,9.76127287749,0.448330244639,17.1011842824,41.5686907253,3.24356756035,0.239621643729,4.04255387468,1776.42048798,0.498640078595
0.593800313659,1.12503715771,6.12223476735,0.559555290281,54.5988033039,24.2975905858,1.62905438416,4.21341117293,19.3470511833,650.639207514,0.542939052969
0.307976619617,1.16581996072,2.72597408344,0.449194858997,58.7589309755,31.3016389921,2.22462041351,1.55512372348,24.6591447766,437.103847514,0.320519719453
0.714297282238,1.14966471634,6.99819898082,0.619501382021,50.1754699659,43.9772428873,2.68619147016,0.234127309785,4.37844785019,983.650414689,0.565154262231
0.486152321314,1.06109345873,7.76217719388,0.686484819333,35.9136752377,44.7793267677,2.03655941514,2.43875815558,29.6276337449,1059.05476273,0.517153352332
0.489379632372,1.08593037389,8.43302308619,0.607534456992,61.0063085866,43.1861053204,1.73407012999,2.09621951069,41.1469011192,977.973989453,0.384828073543
0.458082117353,1.18628574075,3.69189754444,0.555437720542,49.271810116,1.9612217937,2.50036050756,1.26218336521,33.3349596761,702.274581901,0.0680253373602
