$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.133008646527,1.13123975806,6.56334612945,0.793152046308,89.3535614439,3.30874605617,1.72471167358,2.8039266694,13.0759715972,822.949028744,0.0356845838767,0.426229508197
0.118805966652,0.983482513228,6.53719670474,0.69499589376,90.1880294575,9.71721298272,1.90523911098,0.535181062597,12.9534806633,645.76257809,0.0731660907085,0.0697674418605
0.185531190571,0.886954128855,2.28604059929,0.865380368259,84.6857648616,5.83281360629,0.397409196241,2.80288742704,19.7985983547,169.464258026,0.0949060859041,0.416666666667
0.164846597015,1.20236771392,2.38679147249,0.830476185326,97.9751095177,6.9915489905,1.40385700161,3.91845341436,11.4043795624,388.988446857,0.0733977516205,0.277777777778
0.126578175218,0.918224098339,4.81274233201,0.604262029873,98.9808369335,6.6797660302,0.533251291336,1.00049027753,17.3393182814,345.571783237,0.0392042681298,0.545454545455
0.105719291213,1.01411122038,2.07641488789,0.82720466108,91.3814425233,4.29519560337,1.82448842992,1.11104512881,16.2410654508,172.30688189,0.039705959244,0.338235294118
0.117637317593,0.969854418451,3.79246304779,0.849857207539,95.4028791526,1.5104749265,1.93133160996,3.75482850623,19.0436599349,427.286318294,0.0163434311594,0.326086956522
0.151163522341,1.12762972443,4.15424480982,0.738268289458,91.4141831601,9.88768458441,1.86348525493,2.73067929164,18.5383349673,441.921408777,0.171571536176,0.469387755102
0.15949354584,1.14708753444,6.94124399802,0.895556874236,85.7209762213,6.93299651097,0.817359090038,1.29457159704,19.0657999301,393.345349523,0.0960118869149,0.230769230769
0.127120893991,1.12232603484,5.65704110537,0.842501447648,94.3603180389,8.88703196121,1.46782195407,1.46056681996,10.792648384,569.140513132,0.0932483533715,0.170212765957
0.12802245247,1.14609661451,4.1155644756,0.858498286102,84.2749972626,1.99813370432,1.91792869149,4.83339519108,12.0152452749,397.412532643,0.0196774208189,0.0
