$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score
0.845199698206,0.983192451855,6.29585872813,0.349509749763,17.2278392051,45.2507211912,2.5129382663,2.25866920436,41.3103689655,985.081661394,0.573091935616
0.598156188515,1.19418510716,7.86558324887,0.370333708449,6.46770377964,46.7390613078,3.11913929394,3.09310446647,26.8295897301,2184.98427752,0.546706966801
0.78045293041,1.02800038595,6.1577316373,0.419409800258,44.1520499625,47.0817306338,2.34349814994,2.13618918414,32.1593207226,738.312358374,0.581145841926
0.67588046812,0.943895042098,7.28684231768,0.376003571686,39.0374523663,44.1007766202,3.96644889481,2.76437478042,40.8603136651,1171.51837865,0.551420143461
0.505299208576,1.09656017222,2.86106397747,0.304366328172,22.1532120507,45.6082575079,2.07692798812,0.745792140075,39.6676673867,463.728102895,0.608522159854
0.569776127342,0.920089216615,6.90379918662,0.40077375221,44.5337113961,41.0105032493,2.23829606369,1.72650839388,24.1176472299,850.217394325,0.419622201175
0.820468299377,1.01405665922,5.30110591566,0.351950815037,49.3270813861,40.7045718908,2.93344791026,3.98083909088,32.5760821425,893.150517719,0.510196709545
0.599553010164,0.99799908779,6.08688835051,0.49868530591,49.0819588279,48.6591086514,2.57523673047,0.621718257075,39.3867023804,804.871329753,0.558385269195
0.853030904557,0.901719152992,2.28565392999,0.302667325944,37.8130218127,43.8457684335,3.34806949864,0.6510706652,33.8151689063,390.14987734,0.68679036559
0.692633415628,1.02400536085,4.12548117057,0.238150867734,11.6709380758,45.5338509978,3.42571127951,1.8762834175,27.2299823514,741.985004063,0.452035785398
0.642882433402,1.17679986051,5.55860625512,0.286944368063,12.2315294261,47.9729961874,2.21753577016,2.87926067869,30.1306913891,1059.24692188,0.573318261129
0.636723296647,1.06819756232,3.93546935515,0.349032775238,13.744295111,46.9100466485,3.97771193216,0.291672171933,29.4813438331,731.37774697,0.606639573985
0.609888372252,1.09480784907,4.42092000806,0.232891719016,9.58765746003,48.8688882873,3.54899986728,3.66802427363,30.0815820941,963.087119621,0.557636275591
0.777563815194,1.14194630014,7.7323685575,0.48056028017,27.9383623777,40.452430008,3.75265586612,3.5163971603,22.0734562395,1732.1763364,0.573440755776
0.584234837588,1.10250157436,3.98955901105,0.360413908633,31.2040841572,46.3805761997,2.19731798556,4.57888446758,24.5672428796,675.034186719,0.58462754739
