$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.73027580697,1.06882014009,8.90151761317,0.541352603022,29.28607301,22.2151631937,3.38236972223,3.49119891252,18.2195179651,1675.99586878,0.516061146498,0.425997425997
0.82165204143,1.19128884286,8.34851279088,0.492712087697,46.6862862905,15.0433173549,2.28386130434,1.7060530774,40.6743002126,1766.46732846,0.400244777533,0.0
0.88317566694,1.02860083503,8.56255102748,0.601413042819,54.8316906276,16.9621454603,1.73407933058,3.03956672207,24.4209124988,780.653854552,0.474463448153,0.184210526316
0.843818611418,1.1464192348,8.45331712969,0.615850271178,84.5837571316,49.1071553792,0.831547399613,4.67746683761,5.00171229918,660.721973967,0.27801004617,0.166666666667
0.563254902261,0.993306845849,8.12327387742,0.519715272812,42.7900687298,44.3765937863,1.97184924641,4.47351398715,22.7913132786,872.792189541,0.50380895031,0.428571428571
0.228562853922,1.06715333369,8.4627997378,0.631606028142,26.2125247282,18.1402670395,1.11051256904,2.19922294515,20.4405748778,788.600878293,0.284411839158,0.3375
0.562399622519,1.12182044133,9.51265127912,0.542000913499,83.2570897306,5.53495443695,3.41852652249,2.31662233377,25.2869416624,2284.50947196,0.267335620146,0.501792114695
0.869851265529,0.938637411563,4.85792427993,0.682249612579,5.88822550575,9.98930626445,1.63046168664,3.26553492265,38.6427191126,500.653642283,0.350536414541,0.155555555556
0.430462581106,0.893013137378,7.05693985838,0.668729642419,69.035384043,29.9337159974,2.52164044118,2.38143566483,38.7587339905,960.775488478,0.376878199603,0.0
0.545913133196,1.16624137654,5.83313214377,0.479474733762,93.5357713072,2.88080892178,2.22279747473,1.99761961421,14.7887310268,954.629855248,0.153527553459,0.581881533101
0.181876044014,1.15468727779,3.38099311209,0.433735456689,85.7896318348,7.15668081991,1.75706589219,2.17210762633,15.2804903538,335.166028926,0.143288839938,0.536363636364
0.355464578323,1.10559970102,6.74193706018,0.466812336303,14.7198811214,28.9888992929,1.15946199167,1.36478292435,34.3399508636,1055.80351371,0.35264516447,0.451612903226
