$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Effort,>>Months,>>Defects,>>Risks
4.42789789055,1.00000003392,1.00689138337,0.989532848105,2.57590320216,0.938073923917,2.51317733195,1.01841064389,0.905410116477,1.8504940501,5.70296751408,1.19405288019,4.73730412527,0.86245574199,1.09000083581,1.06765154578,1.0270269368,1.20687264307,8.07574993564,1.12249802452,0.839467439593,21.0483799501,1.05519778987,4.02757868458,1.15179957744,4.75562827903,0.950842515444,818.206128257,21.2509870254,30596.4470976,8.04289544236
4.57782775968,1.00000041458,1.53538042668,1.05032997335,4.97557609557,0.996802247929,3.03740351421,1.05672988753,0.930183958671,1.32755687371,4.79288213342,1.09186344849,1.73737277619,0.84894861905,1.09000029132,1.06533632512,1.03748586232,0.830326315842,7.65586739081,1.1661856178,0.987830135272,596.45130205,1.12692838969,5.54475847462,1.23843907338,3.19000467045,1.25453903394,953.691117972,20.6984497706,2670.44015807,2.68096514745
3.10435391608,1.00000077335,1.07945402588,1.00054866497,6.13673523822,0.740493324348,5.5981524653,1.2298144834,0.985064164958,4.39355517508,5.80164162578,1.08668791355,4.67854275813,1.23095948454,1.09000087451,1.03901370824,1.04255585543,1.2124558139,6.32213167741,1.16979803509,0.847877834958,260.777354214,1.01799082042,3.4215952768,1.21212263465,3.56757078097,1.18213508794,4693.13827552,41.5696416938,10763.9065051,2.14477211796
1.52454609318,1.00000003533,1.23343777393,0.867946496572,3.5722612505,0.943193082641,4.28738228882,1.24463303929,0.938301716516,5.10004098192,5.99942630397,0.855286886834,4.58725600658,0.835483935258,1.09000067888,1.08835721872,1.01726214857,1.02741512845,9.65756577686,0.984116867563,0.784929113878,419.805193729,1.13558870537,4.76620613746,1.07693448894,1.40690815814,1.11746488452,939.988905957,21.0644670966,6450.3445741,2.9490616622
5.42058771575,1.00000019847,1.44458220401,0.903757034517,4.59998540782,0.736813951297,2.34150255663,1.21755759118,0.980313030406,3.71574823859,5.35353094987,1.13335424638,4.81425746804,1.01206003133,1.09000090764,1.0649888879,1.0442301634,0.863704729658,3.17165619007,1.02526091265,0.811720646724,576.500437318,1.01408037914,1.31429806495,1.21018119644,1.31029160181,1.16834117343,491.667442318,32.1002017766,1948.96662582,0.268096514745
3.58445317434,1.00000041547,1.29306336433,0.894213469955,3.34517460744,0.931912484731,5.27911290014,1.15147232832,0.96851892235,2.93994029533,6.03047036752,1.08107349817,3.73636484985,0.991020069547,1.09000076465,1.08641542883,1.03463111444,1.16924127314,5.7692938537,0.913424090785,0.824524647945,291.020037497,1.02695232872,2.64442709522,1.1271528062,1.75586085845,1.14811043349,541.277114535,17.8599971161,10265.5820764,6.70241286863
5.40522236142,1.00000059986,1.04197129451,1.05273265475,4.20243278368,0.937756642028,2.94831201597,1.00736304599,0.911270943909,2.5704102729,6.19736163011,1.03111537149,2.60961862774,1.02132439038,1.09000008647,1.06408627614,1.00207295363,1.16689802414,3.71463229952,1.08228954095,0.842853432159,266.273077223,0.968745338114,2.83227711626,1.15268040154,2.01950379769,1.16418252144,2190.14762279,29.8157531834,4000.41355628,1.60857908847
2.97525057006,1.00000020733,1.34544026108,1.19605973725,2.86469553169,0.966515291326,4.25006024139,1.11945859294,0.939618299734,4.61098747699,5.12895262315,0.925312912635,4.98156776284,1.17710384951,1.09000080943,1.006901302,1.0227305599,0.991839522137,3.36592870697,0.939468012512,0.822856893995,613.654000019,1.07923160861,4.00209204291,1.10580520507,5.25540997545,1.26595464409,486.328594225,20.1141018137,1467.64024724,2.14477211796
2.18614303324,1.00000084078,1.54333450694,0.965800832235,3.90761496049,0.962444370275,1.5044404189,1.24919338478,0.996936872015,1.4769808299,4.72226793463,0.847634628855,2.23286344287,1.02471377641,1.09000004376,1.03916692093,1.00268094356,1.1160122188,7.30625571271,1.00660432803,0.88485665222,162.401542989,0.955554448269,5.35852418842,1.21386679167,2.81812300261,1.06748352889,2874.48761052,40.9111165045,9904.49451158,0.804289544236
5.75074615284,1.00000030351,1.43087068537,1.08231408444,6.36257944035,0.821151339329,4.79409084496,1.18722525028,0.907489531228,1.29156531933,6.01221780705,1.14436819568,5.06974138055,1.20086321125,1.09000021397,1.04173552924,1.04480170564,0.913294608377,4.52633707211,1.01368362901,0.881024585789,525.903657584,1.10888514993,5.20548899615,1.22271776929,2.80547850304,1.2708891505,1547.05767031,24.1687458244,24700.4153152,5.36193029491
5.08863379756,1.00000062833,1.05873661146,1.02432976252,3.14402790941,0.923504895094,4.49170995958,1.05436711456,0.931006944171,2.80680443761,6.1954830012,1.15219935693,4.71709894142,0.861284674257,1.090000661,1.05527714549,1.03008569788,1.15006644769,4.03575477742,1.04595555843,0.877819244519,315.111407031,1.00371922281,5.5286153336,0.964680590973,3.57874306436,1.00463549764,750.046158927,35.614778107,1360.93274655,0.0
4.49097348162,1.00000015147,1.2663517108,1.03627286208,3.22708646283,0.920116905175,5.15284784958,1.09199003712,0.910112085253,3.55140897405,5.6177096711,1.21254393932,1.94702626495,0.935052207854,1.09000088909,1.05250441415,1.04219314205,1.00835066286,3.5262306921,0.926641418331,0.950513107956,942.651344769,1.12179036587,2.42415414063,1.2252496697,5.39295623969,1.19327615963,3831.29744772,38.6495437592,63888.1645788,5.09383378016
2.7326376652,1.00000085161,1.55898480658,0.888747588891,5.12911763262,0.803544586943,3.60120156051,1.22956825622,0.932319580473,1.38239449075,5.46871286774,0.996067726334,2.9127296524,0.925103738173,1.09000069292,1.10231963366,1.03833866315,1.05818927762,9.75273603074,0.966335460013,0.789885862235,151.829216541,1.01316874556,5.85709365622,1.13844999076,2.75216540987,1.12733120103,2182.6572022,28.9970469476,17796.1265031,5.63002680965
2.72871713102,1.00000063494,1.48227532052,1.12765617117,4.24163792392,0.853431527949,3.42651874225,1.03713831242,0.916011972123,6.00381594235,5.47389020037,0.842984154168,3.31779529143,1.23149736068,1.09000051418,1.05724654734,1.01058714146,1.07830689567,6.84157190282,1.05268956106,0.836810898972,697.343173951,1.04958428391,3.45853302975,0.966104851082,2.34361173769,1.26931568905,1771.21323205,36.4674265811,3884.58771289,0.536193029491
3.48666179749,1.00000003522,1.45695107841,1.07780487586,6.46067593452,0.942567994802,5.21088698477,1.14297564408,0.900421505159,4.06787572702,5.05181716944,0.925202900836,3.11806648456,1.04935329131,1.09000055517,1.04847797046,1.03137169149,1.10899832419,3.3207537245,1.12613915259,0.962720118177,710.553590744,1.16394560642,3.13107057819,1.08812760536,3.12955768266,1.12186188565,3025.08234758,41.6872928016,13804.774486,1.34048257373
1.23431844434,1.00000074138,1.72028853682,0.865687444781,2.38849322113,0.91372366485,5.80751870509,1.07878140423,0.955887045969,4.36552687567,6.09555667929,0.812368638498,4.11407024502,1.09661332508,1.09000000796,1.04048589376,1.0044097729,1.19185148357,5.67980139162,1.18506565809,0.800134641134,156.517123433,1.18855816916,4.68236495634,1.20223699434,2.26237043818,1.18595480742,1005.42571812,24.7096569621,9431.15332651,0.536193029491
4.2656110121,1.00000090877,1.41153827918,1.15120994919,2.47065445886,0.903431550092,2.92954544996,1.05247288982,0.976936784267,2.4280715795,4.87582798152,1.13847120615,3.84209197639,1.19798543788,1.09000044657,1.05280497781,1.01431369325,1.1317015688,4.75459722819,0.93120937276,0.832528730339,29.4099004776,1.13529209901,5.57841020433,1.08021848977,5.17745671551,0.982033622209,3172.4697091,36.1679471359,6899.39971613,2.9490616622
3.24507399007,1.0000003055,1.22259383028,1.0495414729,3.25401554581,0.856088374571,5.50036302167,1.24195628482,0.920095208029,3.03952679742,6.01637567921,0.880178951332,1.61508600777,1.04480183299,1.09000078941,1.09609716614,1.00856577962,0.882637951948,4.86962002871,1.04153436995,0.983381795897,781.60046573,0.944966815176,4.77454174417,1.04774363827,3.97363988927,1.15097915706,1784.73360541,35.077809877,3590.49846897,3.21715817694
