Generation, o25, o50, o75, n25, n50, n75 
0,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
1,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
2,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
3,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
4,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
5,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
6,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
7,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
8,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
9,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
10,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
11,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
12,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
13,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
14,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
15,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
16,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
17,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
18,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
19,9560.68060146,11318.5407616,17944.4952882,115.521999424,136.946141606,217.700797233
