Generation, o25, o50, o75, n25, n50, n75 
0,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
1,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
2,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
3,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
4,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
5,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
6,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
7,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
8,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
9,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
10,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
11,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
12,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
13,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
14,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
15,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
16,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
17,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
18,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
19,3287.79298817,9503.32520617,9834.99301996,67.0638462444,195.737710668,202.603893291
