Generation, o25, o50, o75, n25, n50, n75 
0,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
1,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
2,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
3,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
4,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
5,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
6,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
7,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
8,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
9,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
10,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
11,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
12,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
13,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
14,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
15,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
16,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
17,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
18,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
19,6.26659860227,8.10523420416,8.97015020608,-0.97708743947,-0.970364837274,-0.96720244544
