Generation, o25, o50, o75, n25, n50, n75 
0,4.4986583729,7.61939039405,10.3174580077,-0.953373403091,-0.921028401104,-0.893064128064
1,2.44976040938,8.88165398255,14.6552319629,-0.974609320899,-0.907945599376,-0.848105026721
2,1.65019143976,3.03875951357,4.54313437471,-0.98289649831,-0.968504606663,-0.952912429077
3,5.06099587822,5.8185367062,11.1999532672,-0.947545024491,-0.93969345011,-0.883917456471
4,1.30656056005,3.18986648472,7.00236228828,-0.986458079827,-0.966938449989,-0.927423623497
5,1.82746204136,5.54100443952,6.74149526661,-0.981059167221,-0.942569948847,-0.930127394368
6,1.88205302912,3.83166913298,9.46610245032,-0.980493355868,-0.960286450461,-0.901888050466
7,2.6123447053,4.08129767172,7.01049213355,-0.972924206849,-0.957699161476,-0.92733936126
8,2.89690962426,3.92552952885,5.41000705388,-0.969974817793,-0.959313629126,-0.943927678595
9,1.58570078093,4.51145718365,8.39601882139,-0.983564915359,-0.953240749099,-0.912978992229
10,1.88823832934,3.16652275965,4.6912656794,-0.980429247977,-0.967180397336,-0.951377113865
11,1.8570489318,3.14426996777,42.9491445576,-0.980752512237,-0.967411037645,-0.554851183423
12,5.74738500019,11.1041788147,16.4609726291,-0.940430905956,-0.884910116154,-0.829389326352
13,1.61525303956,1.61525303956,1.61525303956,-0.983258619317,-0.983258619317,-0.983258619317
14,1.09286541734,1.09286541734,1.09286541734,-0.988672935114,-0.988672935114,-0.988672935114
