Generation, o25, o50, o75, n25, n50, n75 
0,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
1,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
2,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
3,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
4,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
5,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
6,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
7,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
8,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
9,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
10,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
11,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
12,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
13,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
14,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
15,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
16,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
17,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
18,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
19,65.427190356,73.0502243688,175.048223148,-0.953045815114,-0.94757510261,-0.87437567487
