Generation, o25, o50, o75, n25, n50, n75 
0,5.05833814878,5.82881442022,7.20636230809,-0.947572570677,-0.939586926167,-0.925309253856
1,4.45861938513,5.08189819187,6.09768742798,-0.953788389424,-0.94732838129,-0.936800176805
2,5.05833814878,5.82881442022,7.07740919725,-0.947572570677,-0.939586926167,-0.926645795602
3,5.05833814878,5.2910684047,6.36656043574,-0.947572570677,-0.945160424892,-0.934013427442
4,5.05833814878,5.2910684047,6.84817367426,-0.947572570677,-0.945160424892,-0.929021720032
5,5.05833814878,5.2910684047,7.33462984636,-0.947572570677,-0.945160424892,-0.923979817764
6,4.69745168623,5.05833814878,6.36656043574,-0.95131299865,-0.947572570677,-0.934013427442
7,4.5825166725,5.05833814878,6.36656043574,-0.952504249043,-0.947572570677,-0.934013427442
8,5.05833814878,5.2910684047,6.36656043574,-0.947572570677,-0.945160424892,-0.934013427442
9,5.05833814878,5.2910684047,7.33462984636,-0.947572570677,-0.945160424892,-0.923979817764
10,5.05833814878,5.2910684047,7.27140333092,-0.947572570677,-0.945160424892,-0.924635132528
11,5.05833814878,5.2910684047,7.33462984636,-0.947572570677,-0.945160424892,-0.923979817764
12,5.05833814878,5.2910684047,7.33462984636,-0.947572570677,-0.945160424892,-0.923979817764
13,5.05833814878,5.2910684047,7.33462984636,-0.947572570677,-0.945160424892,-0.923979817764
14,3.82216130185,5.05833814878,6.36656043574,-0.960384994909,-0.947572570677,-0.934013427442
15,5.05833814878,5.2910684047,7.33462984636,-0.947572570677,-0.945160424892,-0.923979817764
16,4.74929393705,5.17470327674,6.6085777884,-0.950775676735,-0.946366497785,-0.931505025023
17,4.74929393705,5.17470327674,6.6085777884,-0.950775676735,-0.946366497785,-0.931505025023
18,4.74929393705,5.17470327674,6.6085777884,-0.950775676735,-0.946366497785,-0.931505025023
19,4.74929393705,5.17470327674,6.6085777884,-0.950775676735,-0.946366497785,-0.931505025023
