Generation, o25, o50, o75, n25, n50, n75 
0,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
1,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
2,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
3,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
4,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
5,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
6,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
7,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
8,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
9,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
10,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
11,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
12,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
13,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
14,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
15,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
16,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
17,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
18,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
19,8099.58622051,9648.14404684,10592.568439,74.9004792475,89.411872541,98.2619868592
