Generation, o25, o50, o75, n25, n50, n75 
0,3.8644021463,15.0475757155,41.0476514464,-0.949974409564,-0.805205609744,-0.468628542822
1,0.87091194395,7.34780787066,9.08471056717,-0.988725841006,-0.904880907002,-0.882396294988
2,4.55342480525,7.28638125522,28.5438860643,-0.941054849945,-0.905676088918,-0.630492712809
3,2.53106184142,4.08211796359,6.08907387159,-0.967234811944,-0.947156027343,-0.921175513288
4,1.26757168901,2.31833425033,7.38966902778,-0.983590987749,-0.96998862041,-0.904339004523
5,3.16228490835,31.1017469468,44.2592647778,-0.959063481574,-0.597380604893,-0.427053456413
6,2.20749182575,2.21779929725,5.73794436214,-0.971423501545,-0.971290068913,-0.925720966986
7,1.2919247298,2.30018786967,2.99519726537,-0.983275731935,-0.970223529556,-0.961226470228
8,4.26980450542,30.0721452617,35.7763314868,-0.944726381121,-0.610709039735,-0.536867013708
9,3.35738210439,7.63393353676,24.0967261433,-0.9565379027,-0.901176943272,-0.688062239062
10,1.13725488512,1.80675732955,7.62978491707,-0.985277969282,-0.976611103409,-0.901230648125
11,3.77210575904,7.41486082178,8.64515224388,-0.951169207904,-0.904012890852,-0.888086480384
12,2.84698698899,4.80222008943,6.75745318987,-0.963145086951,-0.937834136749,-0.912523186546
13,0.697075296911,0.733173270552,0.769271244193,-0.990976197097,-0.990508900378,-0.990041603658
14,5.23077923926,5.8359340388,6.44108883835,-0.932286338229,-0.924452467683,-0.916618597137
15,0.846502339795,0.846502339795,0.846502339795,-0.989041829046,-0.989041829046,-0.989041829046
