Generation, o25, o50, o75, n25, n50, n75 
0,1042.19026583,1782.61496288,7826.57251931,20.5754088734,35.9036709985,161.025599085
1,1105.14137243,1242.23314742,6133.38637942,21.8786218361,24.7166939189,125.973282378
2,1151.87901699,3654.55858871,12655.1670774,22.8461839255,74.6566227765,260.987098718
3,903.699270938,2285.75555634,5769.93327737,17.7083701589,46.3196808008,118.449081145
4,491.221805331,549.677095518,2844.89237525,9.16926721065,10.3794078423,57.8949237095
5,2851.81857827,4617.00501343,5062.38533355,58.0383098714,94.5811757233,103.801433123
6,46.2757135985,187.28312724,48911.3224395,-0.0420007991516,2.87713278255,1011.56153965
7,1519.93677264,2138.35170936,2138.35170936,30.4657106352,43.2681283422,43.2681283422
8,11349.7351932,11349.7351932,11349.7351932,233.9620654,233.9620654,233.9620654
9,8464.07512084,8464.07512084,8464.07512084,174.223169372,174.223169372,174.223169372
10,19173.9919687,19173.9919687,19173.9919687,395.939723986,395.939723986,395.939723986
