Generation, o25, o50, o75, n25, n50, n75 
0,4.81877968926,8.80358300365,10.3174580077,-0.950055487761,-0.908754770413,-0.893064128064
1,2.94718557229,9.681180594,14.2103783029,-0.969453729911,-0.899658860988,-0.852715737419
2,1.89382232339,3.64007346737,6.90564877633,-0.980371372358,-0.962272254478,-0.928426016114
3,5.25038108521,7.05020420529,10.6667270167,-0.945582130896,-0.926927763267,-0.889444109838
4,1.77738704121,3.88796762609,7.04160769254,-0.981578172368,-0.959702941573,-0.927016862305
5,2.06284328661,6.40413603739,7.75357295425,-0.978619545109,-0.933623973013,-0.919637658436
6,1.90527652926,4.25436944985,20.9165374549,-0.980252654599,-0.955905349329,-0.783209374928
7,2.79929599615,5.16771965697,7.43382114646,-0.970986539714,-0.946438879903,-0.922951743974
8,3.08045732388,4.40350633458,7.00311380402,-0.96807242737,-0.954359611726,-0.927415834371
9,1.58570078093,4.51145718365,8.39601882139,-0.983564915359,-0.953240749099,-0.912978992229
10,1.88823832934,3.16652275965,4.6912656794,-0.980429247977,-0.967180397336,-0.951377113865
11,1.8570489318,3.14426996777,42.9491445576,-0.980752512237,-0.967411037645,-0.554851183423
12,5.74738500019,11.1041788147,16.4609726291,-0.940430905956,-0.884910116154,-0.829389326352
13,1.61525303956,1.61525303956,1.61525303956,-0.983258619317,-0.983258619317,-0.983258619317
14,1.09286541734,1.09286541734,1.09286541734,-0.988672935114,-0.988672935114,-0.988672935114
